Unnamed: 0,text,created_at,text_token,text_token_s,text_si,text_sil
0,politics podcast: why democrats beat historical trends in 2022 https://t.co/evfr1x6ajt,2022-11-15 14:16:26+00:00,"['politics', 'podcast', 'why', 'democrats', 'beat', 'historical', 'trends', 'in', '2022', 'https', 't', 'co', 'evfr1x6ajt']","['politics', 'podcast', 'democrats', 'beat', 'historical', 'trends', '2022', 'evfr1x6ajt']",politics podcast democrats beat historical trends 2022 evfr1x6ajt,politics podcast democrats beat historical trends 2022 evfr1x6ajt
1,"the best nfl receivers, according to espn analytics: https://t.co/yej0whsyyo",2022-11-15 01:29:02+00:00,"['the', 'best', 'nfl', 'receivers', 'according', 'to', 'espn', 'analytics', 'https', 't', 'co', 'yej0whsyyo']","['best', 'nfl', 'receivers', 'according', 'espn', 'analytics', 'yej0whsyyo']",best nfl receivers according espn analytics yej0whsyyo,best nfl receivers according espn analytics yej0whsyyo
2,the colts hired jeff saturday as head coach. we have questions. https://t.co/0aylajpqaj,2022-11-15 00:45:06+00:00,"['the', 'colts', 'hired', 'jeff', 'saturday', 'as', 'head', 'coach', 'we', 'have', 'questions', 'https', 't', 'co', '0aylajpqaj']","['colts', 'hired', 'jeff', 'saturday', 'head', 'coach', 'questions', '0aylajpqaj']",colts hired jeff saturday head coach questions 0aylajpqaj,colts hired jeff saturday head coach questions 0aylajpqaj
3,"while many factors have influenced the midterm results, the overall trend suggests that playing to voters who deny the results of the 2020 election wasn’t a winning strategy by itself. https://t.co/eztoucxi2p",2022-11-14 23:43:02+00:00,"['while', 'many', 'factors', 'have', 'influenced', 'the', 'midterm', 'results', 'the', 'overall', 'trend', 'suggests', 'that', 'playing', 'to', 'voters', 'who', 'deny', 'the', 'results', 'of', 'the', '2020', 'election', 'wasn', 't', 'a', 'winning', 'strategy', 'by', 'itself', 'https', 't', 'co', 'eztoucxi2p']","['many', 'factors', 'influenced', 'midterm', 'results', 'overall', 'trend', 'suggests', 'playing', 'voters', 'deny', 'results', '2020', 'election', 'winning', 'strategy', 'eztoucxi2p']",many factors influenced midterm results overall trend suggests playing voters deny results 2020 election winning strategy eztoucxi2p,many factors influenced midterm results overall trend suggests playing voters deny results 2020 election winning strategy eztoucxi2p
4,our nba predictions: https://t.co/xhafm9ephk,2022-11-14 22:45:10+00:00,"['our', 'nba', 'predictions', 'https', 't', 'co', 'xhafm9ephk']","['nba', 'predictions', 'xhafm9ephk']",nba predictions xhafm9ephk,nba predictions xhafm9ephk
5,it's clear that the end of roe v. wade turned abortion access into one of the most salient issues in the country — which means you’re going to be hearing a lot more about it as the 2024 presidential campaign creaks into gear. https://t.co/ykfxblqrbf,2022-11-14 22:10:04+00:00,"['it', 's', 'clear', 'that', 'the', 'end', 'of', 'roe', 'v', 'wade', 'turned', 'abortion', 'access', 'into', 'one', 'of', 'the', 'most', 'salient', 'issues', 'in', 'the', 'country', 'which', 'means', 'you', 're', 'going', 'to', 'be', 'hearing', 'a', 'lot', 'more', 'about', 'it', 'as', 'the', '2024', 'presidential', 'campaign', 'creaks', 'into', 'gear', 'https', 't', 'co', 'ykfxblqrbf']","['clear', 'end', 'roe', 'v', 'wade', 'turned', 'abortion', 'access', 'one', 'salient', 'issues', 'country', 'means', 'going', 'hearing', 'lot', '2024', 'presidential', 'campaign', 'creaks', 'gear', 'ykfxblqrbf']",clear end roe wade turned abortion access one salient issues country means going hearing lot 2024 presidential campaign creaks gear ykfxblqrbf,clear end roe wade turned abortion access one salient issues country means going hearing lot 2024 presidential campaign creaks gear ykfxblqrbf
6,"our updating calculation of the president's approval rating accounts for each poll's quality, recency, sample size and partisan lean. https://t.co/0o2qgh4umz",2022-11-14 22:03:07+00:00,"['our', 'updating', 'calculation', 'of', 'the', 'president', 's', 'approval', 'rating', 'accounts', 'for', 'each', 'poll', 's', 'quality', 'recency', 'sample', 'size', 'and', 'partisan', 'lean', 'https', 't', 'co', '0o2qgh4umz']","['updating', 'calculation', 'president', 'approval', 'rating', 'accounts', 'poll', 'quality', 'recency', 'sample', 'size', 'partisan', 'lean', '0o2qgh4umz']",updating calculation president approval rating accounts poll quality recency sample size partisan lean 0o2qgh4umz,updating calculation president approval rating accounts poll quality recency sample size partisan lean 0o2qgh4umz
7,"justin jefferson grabbed some footballs, and the vikings grabbed some respect https://t.co/eq5rd50i46",2022-11-14 20:50:06+00:00,"['justin', 'jefferson', 'grabbed', 'some', 'footballs', 'and', 'the', 'vikings', 'grabbed', 'some', 'respect', 'https', 't', 'co', 'eq5rd50i46']","['justin', 'jefferson', 'grabbed', 'footballs', 'vikings', 'grabbed', 'respect', 'eq5rd50i46']",justin jefferson grabbed footballs vikings grabbed respect eq5rd50i46,justin jefferson grabbed footballs vikings grabbed respect eq5rd50i46
8,.@galendruke takes a look at the unresolved races that will determine control of the house: https://t.co/iwd5aj6atd,2022-11-14 20:27:41+00:00,"['galendruke', 'takes', 'a', 'look', 'at', 'the', 'unresolved', 'races', 'that', 'will', 'determine', 'control', 'of', 'the', 'house', 'https', 't', 'co', 'iwd5aj6atd']","['galendruke', 'takes', 'look', 'unresolved', 'races', 'determine', 'control', 'house', 'iwd5aj6atd']",galendruke takes look unresolved races determine control house iwd5aj6atd,galendruke takes look unresolved races determine control house iwd5aj6atd
9,do you buy that … sen. raphael warnock is favored in georgia’s senate runoff? with @natesilver538: https://t.co/vnobhf5qpr,2022-11-14 20:20:05+00:00,"['do', 'you', 'buy', 'that', 'sen', 'raphael', 'warnock', 'is', 'favored', 'in', 'georgia', 's', 'senate', 'runoff', 'with', 'natesilver538', 'https', 't', 'co', 'vnobhf5qpr']","['buy', 'sen', 'raphael', 'warnock', 'favored', 'georgia', 'senate', 'runoff', 'natesilver538', 'vnobhf5qpr']",buy sen raphael warnock favored georgia senate runoff natesilver538 vnobhf5qpr,buy sen raphael warnock favored georgia senate runoff natesilver538 vnobhf5qpr
10,arizona’s race for governor is still in suspense. #election2022 https://t.co/meycptsjvt,2022-11-14 19:19:07+00:00,"['arizona', 's', 'race', 'for', 'governor', 'is', 'still', 'in', 'suspense', 'election2022', 'https', 't', 'co', 'meycptsjvt']","['arizona', 'race', 'governor', 'still', 'suspense', 'election2022', 'meycptsjvt']",arizona race governor still suspense election2022 meycptsjvt,arizona race governor still suspense election2022 meycptsjvt
11,.@abc is reporting that republican lori chavez-deremer is projected to win oregon’s 5th district. this light-blue seat is a big gain for republicans. #election2022 https://t.co/vtw9xzj8ti,2022-11-14 18:46:19+00:00,"['abc', 'is', 'reporting', 'that', 'republican', 'lori', 'chavez', 'deremer', 'is', 'projected', 'to', 'win', 'oregon', 's', '5th', 'district', 'this', 'light', 'blue', 'seat', 'is', 'a', 'big', 'gain', 'for', 'republicans', 'election2022', 'https', 't', 'co', 'vtw9xzj8ti']","['abc', 'reporting', 'republican', 'lori', 'chavez', 'deremer', 'projected', 'win', 'oregon', '5th', 'district', 'light', 'blue', 'seat', 'big', 'gain', 'republicans', 'election2022', 'vtw9xzj8ti']",abc reporting republican lori chavez deremer projected win oregon 5th district light blue seat big gain republicans election2022 vtw9xzj8ti,abc reporting republican lori chavez deremer projected win oregon 5th district light blue seat big gain republicans election2022 vtw9xzj8ti
12,"voters almost universally rejected election deniers who ran for secretary of state, an office that is typically a state’s top election official and responsible for administering elections, enforcing election laws and certifying results. https://t.co/lwcf9yrfce",2022-11-14 18:35:06+00:00,"['voters', 'almost', 'universally', 'rejected', 'election', 'deniers', 'who', 'ran', 'for', 'secretary', 'of', 'state', 'an', 'office', 'that', 'is', 'typically', 'a', 'state', 's', 'top', 'election', 'official', 'and', 'responsible', 'for', 'administering', 'elections', 'enforcing', 'election', 'laws', 'and', 'certifying', 'results', 'https', 't', 'co', 'lwcf9yrfce']","['voters', 'almost', 'universally', 'rejected', 'election', 'deniers', 'ran', 'secretary', 'state', 'office', 'typically', 'state', 'top', 'election', 'official', 'responsible', 'administering', 'elections', 'enforcing', 'election', 'laws', 'certifying', 'results', 'lwcf9yrfce']",voters almost universally rejected election deniers ran secretary state office typically state top election official responsible administering elections enforcing election laws certifying results lwcf9yrfce,voters almost universally rejected election deniers ran secretary state office typically state top election official responsible administering elections enforcing election laws certifying results lwcf9yrfce
13,"democrats take control of the senate, but the house is still too close to call: https://t.co/1evnyhtlhn",2022-11-14 18:33:56+00:00,"['democrats', 'take', 'control', 'of', 'the', 'senate', 'but', 'the', 'house', 'is', 'still', 'too', 'close', 'to', 'call', 'https', 't', 'co', '1evnyhtlhn']","['democrats', 'take', 'control', 'senate', 'house', 'still', 'close', 'call', '1evnyhtlhn']",democrats take control senate house still close call 1evnyhtlhn,democrats take control senate house still close call 1evnyhtlhn
14,"welcome to our unresolved races live blog, where we will be updating you on all the elections where we don’t yet have a projected winner: https://t.co/fqe15ncurn",2022-11-14 17:14:57+00:00,"['welcome', 'to', 'our', 'unresolved', 'races', 'live', 'blog', 'where', 'we', 'will', 'be', 'updating', 'you', 'on', 'all', 'the', 'elections', 'where', 'we', 'don', 't', 'yet', 'have', 'a', 'projected', 'winner', 'https', 't', 'co', 'fqe15ncurn']","['welcome', 'unresolved', 'races', 'live', 'blog', 'updating', 'elections', 'yet', 'projected', 'winner', 'fqe15ncurn']",welcome unresolved races live blog updating elections yet projected winner fqe15ncurn,welcome unresolved races live blog updating elections yet projected winner fqe15ncurn
15,.@natesilver538 breaks down the odds for the upcoming georgia runoff election: https://t.co/usb84bu9h5,2022-11-14 16:41:56+00:00,"['natesilver538', 'breaks', 'down', 'the', 'odds', 'for', 'the', 'upcoming', 'georgia', 'runoff', 'election', 'https', 't', 'co', 'usb84bu9h5']","['natesilver538', 'breaks', 'odds', 'upcoming', 'georgia', 'runoff', 'election', 'usb84bu9h5']",natesilver538 breaks odds upcoming georgia runoff election usb84bu9h5,natesilver538 breaks odds upcoming georgia runoff election usb84bu9h5
16,polls &gt; vibes https://t.co/h17imsxa7d,2022-11-14 16:13:46+00:00,"['polls', 'gt', 'vibes', 'https', 't', 'co', 'h17imsxa7d']","['polls', 'gt', 'vibes', 'h17imsxa7d']",polls vibes h17imsxa7d,polls vibes h17imsxa7d
17,does trading for an nba star work? it's complicated. https://t.co/nnriwcd4cx,2022-11-14 15:21:03+00:00,"['does', 'trading', 'for', 'an', 'nba', 'star', 'work', 'it', 's', 'complicated', 'https', 't', 'co', 'nnriwcd4cx']","['trading', 'nba', 'star', 'work', 'complicated', 'nnriwcd4cx']",trading nba star work complicated nnriwcd4cx,trading nba star work complicated nnriwcd4cx
18,the midterm election results look like a striking rebuke of the supreme court's decision to overturn roe v. wade. https://t.co/jwqe834c7h,2022-11-14 14:45:05+00:00,"['the', 'midterm', 'election', 'results', 'look', 'like', 'a', 'striking', 'rebuke', 'of', 'the', 'supreme', 'court', 's', 'decision', 'to', 'overturn', 'roe', 'v', 'wade', 'https', 't', 'co', 'jwqe834c7h']","['midterm', 'election', 'results', 'look', 'like', 'striking', 'rebuke', 'supreme', 'court', 'decision', 'overturn', 'roe', 'v', 'wade', 'jwqe834c7h']",midterm election results look like striking rebuke supreme court decision overturn roe wade jwqe834c7h,midterm election results look like striking rebuke supreme court decision overturn roe wade jwqe834c7h
19,denying the 2020 election wasn’t a winning strategy for political newcomers https://t.co/v5idm0xvag,2022-11-14 14:16:33+00:00,"['denying', 'the', '2020', 'election', 'wasn', 't', 'a', 'winning', 'strategy', 'for', 'political', 'newcomers', 'https', 't', 'co', 'v5idm0xvag']","['denying', '2020', 'election', 'winning', 'strategy', 'political', 'newcomers', 'v5idm0xvag']",denying 2020 election winning strategy political newcomers v5idm0xvag,denying 2020 election winning strategy political newcomers v5idm0xvag
20,"last night, abc news reported that catherine cortez masto is projected to win nevada’s senate race, defeating republican adam laxalt. 

that gives democrats 50 seats and a senate majority with vice president harris’s vote. https://t.co/1ncmqiuuqw",2022-11-13 15:48:26+00:00,"['last', 'night', 'abc', 'news', 'reported', 'that', 'catherine', 'cortez', 'masto', 'is', 'projected', 'to', 'win', 'nevada', 's', 'senate', 'race', 'defeating', 'republican', 'adam', 'laxalt', 'that', 'gives', 'democrats', '50', 'seats', 'and', 'a', 'senate', 'majority', 'with', 'vice', 'president', 'harris', 's', 'vote', 'https', 't', 'co', '1ncmqiuuqw']","['last', 'night', 'abc', 'news', 'reported', 'catherine', 'cortez', 'masto', 'projected', 'win', 'nevada', 'senate', 'race', 'defeating', 'republican', 'adam', 'laxalt', 'gives', 'democrats', '50', 'seats', 'senate', 'majority', 'vice', 'president', 'harris', 'vote', '1ncmqiuuqw']",last night abc news reported catherine cortez masto projected win nevada senate race defeating republican adam laxalt gives democrats seats senate majority vice president harris vote 1ncmqiuuqw,last night abc news reported catherine cortez masto projected win nevada senate race defeating republican adam laxalt gives democrats seats senate majority vice president harris vote 1ncmqiuuqw
21,"karen bass took the lead over rick caruso in the los angeles mayoral race tonight. she now leads 50.4% to 49.6%, and if the primary is any indication, her lead should only grow from here. https://t.co/byasvqkfcg",2022-11-12 04:07:10+00:00,"['karen', 'bass', 'took', 'the', 'lead', 'over', 'rick', 'caruso', 'in', 'the', 'los', 'angeles', 'mayoral', 'race', 'tonight', 'she', 'now', 'leads', '50', '4', 'to', '49', '6', 'and', 'if', 'the', 'primary', 'is', 'any', 'indication', 'her', 'lead', 'should', 'only', 'grow', 'from', 'here', 'https', 't', 'co', 'byasvqkfcg']","['karen', 'bass', 'took', 'lead', 'rick', 'caruso', 'los', 'angeles', 'mayoral', 'race', 'tonight', 'leads', '50', '4', '49', '6', 'primary', 'indication', 'lead', 'grow', 'byasvqkfcg']",karen bass took lead rick caruso los angeles mayoral race tonight leads primary indication lead grow byasvqkfcg,karen bass took lead rick caruso los angeles mayoral race tonight leads primary indication lead grow byasvqkfcg
22,latest election results --&gt; https://t.co/vsx3s6bigp,2022-11-12 03:42:37+00:00,"['latest', 'election', 'results', 'gt', 'https', 't', 'co', 'vsx3s6bigp']","['latest', 'election', 'results', 'gt', 'vsx3s6bigp']",latest election results vsx3s6bigp,latest election results vsx3s6bigp
23,"with the latest update from maricopa county, hobbs extends her lead over lake to 31,097 votes (51% to 49%) in arizona’s governor race. https://t.co/avndrklgb3",2022-11-12 03:40:57+00:00,"['with', 'the', 'latest', 'update', 'from', 'maricopa', 'county', 'hobbs', 'extends', 'her', 'lead', 'over', 'lake', 'to', '31', '097', 'votes', '51', 'to', '49', 'in', 'arizona', 's', 'governor', 'race', 'https', 't', 'co', 'avndrklgb3']","['latest', 'update', 'maricopa', 'county', 'hobbs', 'extends', 'lead', 'lake', '31', '097', 'votes', '51', '49', 'arizona', 'governor', 'race', 'avndrklgb3']",latest update maricopa county hobbs extends lead lake 097 votes arizona governor race avndrklgb3,latest update maricopa county hobbs extends lead lake 097 votes arizona governor race avndrklgb3
24,"abc news is reporting that democrat adrian fontes is projected to win the arizona secretary of state’s race. he leads republican mark finchem, who was involved in efforts to overturn biden’s 2020 win in arizona, 53% to 47%. https://t.co/qihfdpfqnb",2022-11-12 03:39:45+00:00,"['abc', 'news', 'is', 'reporting', 'that', 'democrat', 'adrian', 'fontes', 'is', 'projected', 'to', 'win', 'the', 'arizona', 'secretary', 'of', 'state', 's', 'race', 'he', 'leads', 'republican', 'mark', 'finchem', 'who', 'was', 'involved', 'in', 'efforts', 'to', 'overturn', 'biden', 's', '2020', 'win', 'in', 'arizona', '53', 'to', '47', 'https', 't', 'co', 'qihfdpfqnb']","['abc', 'news', 'reporting', 'democrat', 'adrian', 'fontes', 'projected', 'win', 'arizona', 'secretary', 'state', 'race', 'leads', 'republican', 'mark', 'finchem', 'involved', 'efforts', 'overturn', 'biden', '2020', 'win', 'arizona', '53', '47', 'qihfdpfqnb']",abc news reporting democrat adrian fontes projected win arizona secretary state race leads republican mark finchem involved efforts overturn biden 2020 win arizona qihfdpfqnb,abc news reporting democrat adrian fontes projected win arizona secretary state race leads republican mark finchem involved efforts overturn biden 2020 win arizona qihfdpfqnb
25,"earlier tonight, abc news reported that democratic rep. susie lee is projected to win nevada’s 3rd congressional district. lee’s victory means that democrats will control three of the silver state’s four house seats. https://t.co/9ewwnphrpg",2022-11-12 03:37:16+00:00,"['earlier', 'tonight', 'abc', 'news', 'reported', 'that', 'democratic', 'rep', 'susie', 'lee', 'is', 'projected', 'to', 'win', 'nevada', 's', '3rd', 'congressional', 'district', 'lee', 's', 'victory', 'means', 'that', 'democrats', 'will', 'control', 'three', 'of', 'the', 'silver', 'state', 's', 'four', 'house', 'seats', 'https', 't', 'co', '9ewwnphrpg']","['earlier', 'tonight', 'abc', 'news', 'reported', 'democratic', 'rep', 'susie', 'lee', 'projected', 'win', 'nevada', '3rd', 'congressional', 'district', 'lee', 'victory', 'means', 'democrats', 'control', 'three', 'silver', 'state', 'four', 'house', 'seats', '9ewwnphrpg']",earlier tonight abc news reported democratic rep susie lee projected win nevada 3rd congressional district lee victory means democrats control three silver state four house seats 9ewwnphrpg,earlier tonight abc news reported democratic rep susie lee projected win nevada 3rd congressional district lee victory means democrats control three silver state four house seats 9ewwnphrpg
26,"democrats are now projected to have 49 seats in the next u.s. senate, and could clinch a majority with one more seat. 

that could happen as soon as this weekend. https://t.co/r94gvo2o1b https://t.co/hvnfclgkgf",2022-11-12 03:35:11+00:00,"['democrats', 'are', 'now', 'projected', 'to', 'have', '49', 'seats', 'in', 'the', 'next', 'u', 's', 'senate', 'and', 'could', 'clinch', 'a', 'majority', 'with', 'one', 'more', 'seat', 'that', 'could', 'happen', 'as', 'soon', 'as', 'this', 'weekend', 'https', 't', 'co', 'r94gvo2o1b', 'https', 't', 'co', 'hvnfclgkgf']","['democrats', 'projected', '49', 'seats', 'next', 'u', 'senate', 'could', 'clinch', 'majority', 'one', 'seat', 'could', 'happen', 'soon', 'weekend', 'r94gvo2o1b', 'hvnfclgkgf']",democrats projected seats next senate could clinch majority one seat could happen soon weekend r94gvo2o1b hvnfclgkgf,democrats projected seats next senate could clinch majority one seat could happen soon weekend r94gvo2o1b hvnfclgkgf
27,"abc news is reporting that democratic incumbent mark kelly is projected to win arizona’s u.s. senate race. 

maricopa county just reported about 74,000 ballots, and they split for kelly 40,719 votes to 32,318. that stretched kelly’s statewide lead to 52%. https://t.co/pqlebemexo",2022-11-12 03:33:11+00:00,"['abc', 'news', 'is', 'reporting', 'that', 'democratic', 'incumbent', 'mark', 'kelly', 'is', 'projected', 'to', 'win', 'arizona', 's', 'u', 's', 'senate', 'race', 'maricopa', 'county', 'just', 'reported', 'about', '74', '000', 'ballots', 'and', 'they', 'split', 'for', 'kelly', '40', '719', 'votes', 'to', '32', '318', 'that', 'stretched', 'kelly', 's', 'statewide', 'lead', 'to', '52', 'https', 't', 'co', 'pqlebemexo']","['abc', 'news', 'reporting', 'democratic', 'incumbent', 'mark', 'kelly', 'projected', 'win', 'arizona', 'u', 'senate', 'race', 'maricopa', 'county', 'reported', '74', '000', 'ballots', 'split', 'kelly', '40', '719', 'votes', '32', '318', 'stretched', 'kelly', 'statewide', 'lead', '52', 'pqlebemexo']",abc news reporting democratic incumbent mark kelly projected win arizona senate race maricopa county reported 000 ballots split kelly 719 votes 318 stretched kelly statewide lead pqlebemexo,abc news reporting democratic incumbent mark kelly projected win arizona senate race maricopa county reported 000 ballots split kelly 719 votes 318 stretched kelly statewide lead pqlebemexo
28,"republicans are hoping that the early ballots dropped off on election day will be better for them than the ones that reported on wednesday and thursday, which were primarily early ballots dropped off on the saturday, sunday and monday before election day. https://t.co/uoew5tks6t https://t.co/8jymir5yfa",2022-11-11 17:28:41+00:00,"['republicans', 'are', 'hoping', 'that', 'the', 'early', 'ballots', 'dropped', 'off', 'on', 'election', 'day', 'will', 'be', 'better', 'for', 'them', 'than', 'the', 'ones', 'that', 'reported', 'on', 'wednesday', 'and', 'thursday', 'which', 'were', 'primarily', 'early', 'ballots', 'dropped', 'off', 'on', 'the', 'saturday', 'sunday', 'and', 'monday', 'before', 'election', 'day', 'https', 't', 'co', 'uoew5tks6t', 'https', 't', 'co', '8jymir5yfa']","['republicans', 'hoping', 'early', 'ballots', 'dropped', 'election', 'day', 'better', 'ones', 'reported', 'wednesday', 'thursday', 'primarily', 'early', 'ballots', 'dropped', 'saturday', 'sunday', 'monday', 'election', 'day', 'uoew5tks6t', '8jymir5yfa']",republicans hoping early ballots dropped election day better ones reported wednesday thursday primarily early ballots dropped saturday sunday monday election day uoew5tks6t 8jymir5yfa,republicans hoping early ballots dropped election day better ones reported wednesday thursday primarily early ballots dropped saturday sunday monday election day uoew5tks6t 8jymir5yfa
29,"in arizona’s gubernatorial race, we estimate that lake would have to win about 53% of the outstanding ballots in order to win. that hasn’t been happening so far in the vote drops we’ve seen, but it’s certainly within the realm of possibility. https://t.co/ppvyvuunhs https://t.co/p1uzzutlsk",2022-11-11 17:23:41+00:00,"['in', 'arizona', 's', 'gubernatorial', 'race', 'we', 'estimate', 'that', 'lake', 'would', 'have', 'to', 'win', 'about', '53', 'of', 'the', 'outstanding', 'ballots', 'in', 'order', 'to', 'win', 'that', 'hasn', 't', 'been', 'happening', 'so', 'far', 'in', 'the', 'vote', 'drops', 'we', 've', 'seen', 'but', 'it', 's', 'certainly', 'within', 'the', 'realm', 'of', 'possibility', 'https', 't', 'co', 'ppvyvuunhs', 'https', 't', 'co', 'p1uzzutlsk']","['arizona', 'gubernatorial', 'race', 'estimate', 'lake', 'would', 'win', '53', 'outstanding', 'ballots', 'order', 'win', 'happening', 'far', 'vote', 'drops', 'seen', 'certainly', 'within', 'realm', 'possibility', 'ppvyvuunhs', 'p1uzzutlsk']",arizona gubernatorial race estimate lake would win outstanding ballots order win happening far vote drops seen certainly within realm possibility ppvyvuunhs p1uzzutlsk,arizona gubernatorial race estimate lake would win outstanding ballots order win happening far vote drops seen certainly within realm possibility ppvyvuunhs p1uzzutlsk
30,"here’s where things stand in arizona's senate race. about 500,000 ballots remain to be counted, and we estimate that masters would have to win at least 61% of them to get more votes than kelly overall. (kelly currently has a 115,037-vote lead.) https://t.co/onucllja9v https://t.co/dvrajdahj8",2022-11-11 17:14:15+00:00,"['here', 's', 'where', 'things', 'stand', 'in', 'arizona', 's', 'senate', 'race', 'about', '500', '000', 'ballots', 'remain', 'to', 'be', 'counted', 'and', 'we', 'estimate', 'that', 'masters', 'would', 'have', 'to', 'win', 'at', 'least', '61', 'of', 'them', 'to', 'get', 'more', 'votes', 'than', 'kelly', 'overall', 'kelly', 'currently', 'has', 'a', '115', '037', 'vote', 'lead', 'https', 't', 'co', 'onucllja9v', 'https', 't', 'co', 'dvrajdahj8']","['things', 'stand', 'arizona', 'senate', 'race', '500', '000', 'ballots', 'remain', 'counted', 'estimate', 'masters', 'would', 'win', 'least', '61', 'get', 'votes', 'kelly', 'overall', 'kelly', 'currently', '115', '037', 'vote', 'lead', 'onucllja9v', 'dvrajdahj8']",things stand arizona senate race 500 000 ballots remain counted estimate masters would win least get votes kelly overall kelly currently 115 037 vote lead onucllja9v dvrajdahj8,things stand arizona senate race 500 000 ballots remain counted estimate masters would win least get votes kelly overall kelly currently 115 037 vote lead onucllja9v dvrajdahj8
31,latest election results --&gt; https://t.co/pclj7zwxqe,2022-11-11 16:48:42+00:00,"['latest', 'election', 'results', 'gt', 'https', 't', 'co', 'pclj7zwxqe']","['latest', 'election', 'results', 'gt', 'pclj7zwxqe']",latest election results pclj7zwxqe,latest election results pclj7zwxqe
32,"clark is key because it will have almost two-thirds of washington 3rd's total vote. biden carried clark 51% to 46% in 2020, so it’s also clear gluesenkamp perez will outrun biden's showing — but by how much will determine whether she or kent wins. https://t.co/nbklugyqte",2022-11-11 15:49:14+00:00,"['clark', 'is', 'key', 'because', 'it', 'will', 'have', 'almost', 'two', 'thirds', 'of', 'washington', '3rd', 's', 'total', 'vote', 'biden', 'carried', 'clark', '51', 'to', '46', 'in', '2020', 'so', 'it', 's', 'also', 'clear', 'gluesenkamp', 'perez', 'will', 'outrun', 'biden', 's', 'showing', 'but', 'by', 'how', 'much', 'will', 'determine', 'whether', 'she', 'or', 'kent', 'wins', 'https', 't', 'co', 'nbklugyqte']","['clark', 'key', 'almost', 'two', 'thirds', 'washington', '3rd', 'total', 'vote', 'biden', 'carried', 'clark', '51', '46', '2020', 'also', 'clear', 'gluesenkamp', 'perez', 'outrun', 'biden', 'showing', 'much', 'determine', 'whether', 'kent', 'wins', 'nbklugyqte']",clark key almost two thirds washington 3rd total vote biden carried clark 2020 also clear gluesenkamp perez outrun biden showing much determine whether kent wins nbklugyqte,clark key almost two thirds washington 3rd total vote biden carried clark 2020 also clear gluesenkamp perez outrun biden showing much determine whether kent wins nbklugyqte
33,we're still watching the vote trickle in. https://t.co/ylydtagbvg,2022-11-11 15:23:21+00:00,"['we', 're', 'still', 'watching', 'the', 'vote', 'trickle', 'in', 'https', 't', 'co', 'ylydtagbvg']","['still', 'watching', 'vote', 'trickle', 'ylydtagbvg']",still watching vote trickle ylydtagbvg,still watching vote trickle ylydtagbvg
34,"last night, abc news reported that democratic reps. dina titus and steven horsford are projected to win nevada’s 1st and 4th. titus was in a toss-up race and had been unhappy about the dem-drawn map, which turned her solid blue seat light blue. https://t.co/g2g1exjycg",2022-11-11 15:22:50+00:00,"['last', 'night', 'abc', 'news', 'reported', 'that', 'democratic', 'reps', 'dina', 'titus', 'and', 'steven', 'horsford', 'are', 'projected', 'to', 'win', 'nevada', 's', '1st', 'and', '4th', 'titus', 'was', 'in', 'a', 'toss', 'up', 'race', 'and', 'had', 'been', 'unhappy', 'about', 'the', 'dem', 'drawn', 'map', 'which', 'turned', 'her', 'solid', 'blue', 'seat', 'light', 'blue', 'https', 't', 'co', 'g2g1exjycg']","['last', 'night', 'abc', 'news', 'reported', 'democratic', 'reps', 'dina', 'titus', 'steven', 'horsford', 'projected', 'win', 'nevada', '1st', '4th', 'titus', 'toss', 'race', 'unhappy', 'dem', 'drawn', 'map', 'turned', 'solid', 'blue', 'seat', 'light', 'blue', 'g2g1exjycg']",last night abc news reported democratic reps dina titus steven horsford projected win nevada 1st 4th titus toss race unhappy dem drawn map turned solid blue seat light blue g2g1exjycg,last night abc news reported democratic reps dina titus steven horsford projected win nevada 1st 4th titus toss race unhappy dem drawn map turned solid blue seat light blue g2g1exjycg
35,"based on abc news estimates, there are a bit more than 90,000 votes left to tally in nevada, which we also know are mostly mail-in ballots and likely to be democratic-leaning votes. https://t.co/eptpiezdhl",2022-11-11 15:18:24+00:00,"['based', 'on', 'abc', 'news', 'estimates', 'there', 'are', 'a', 'bit', 'more', 'than', '90', '000', 'votes', 'left', 'to', 'tally', 'in', 'nevada', 'which', 'we', 'also', 'know', 'are', 'mostly', 'mail', 'in', 'ballots', 'and', 'likely', 'to', 'be', 'democratic', 'leaning', 'votes', 'https', 't', 'co', 'eptpiezdhl']","['based', 'abc', 'news', 'estimates', 'bit', '90', '000', 'votes', 'left', 'tally', 'nevada', 'also', 'know', 'mostly', 'mail', 'ballots', 'likely', 'democratic', 'leaning', 'votes', 'eptpiezdhl']",based abc news estimates bit 000 votes left tally nevada also know mostly mail ballots likely democratic leaning votes eptpiezdhl,based abc news estimates bit 000 votes left tally nevada also know mostly mail ballots likely democratic leaning votes eptpiezdhl
